TICKET_#,Issue Date,CODE,Description,BASE_AMOUNT,AMOUNT_DUE,LOCATION,Warning,Void
AE0201612663,11/8/2023,02,Expired Meter,15.00,15.00,Loop-Museum,0.00,0.00
AE0201815597,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612664,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0201815598,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815599,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815600,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815601,11/8/2023,02,Expired Meter,15.00,0.00,Activities South,0.00,0.00
AE0201815603,11/8/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201815604,11/8/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201815605,11/8/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201815606,11/8/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201511593,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511594,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511596,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511597,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612665,11/8/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014820,11/8/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511598,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202014821,11/8/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201612666,11/8/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014822,11/8/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511599,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612668,11/8/2023,02,Expired Meter,15.00,15.00,East Union,0.00,0.00
AE0202014825,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202014826,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612669,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202014827,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612670,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612671,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202014828,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201511602,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612673,11/8/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201511603,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612674,11/8/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201511604,11/8/2023,02,Expired Meter,15.00,0.00,Union,1.00,0.00
AE0201612675,11/8/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201511605,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201511614,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511615,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511616,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511617,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511618,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511619,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,1.00,0.00
AE0201511620,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202211120,11/9/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202211121,11/9/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202014842,11/9/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202014843,11/9/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202014844,11/9/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202211137,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211138,11/9/2023,02,Expired Meter,15.00,15.00,Dental North,0.00,0.00
AE0202211139,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211140,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,1.00,0.00
AE0202211141,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211142,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211143,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211144,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211145,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211146,11/9/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211150,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202211157,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202211158,11/9/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202211159,11/9/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202111093,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202111094,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202111095,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202111096,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202111097,11/9/2023,02,Expired Meter,15.00,15.00,Memorial Loop,0.00,0.00
AE0202111098,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202111099,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202014867,11/9/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202014868,11/9/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202014869,11/9/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202014870,11/9/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202014871,11/9/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201612681,11/9/2023,02,Expired Meter,15.00,15.00,Dairy Store,0.00,0.00
AE0201612682,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0201612683,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0201612684,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,1.00
AE0201612685,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0201612686,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,1.00
AE0201612687,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,1.00
AE0201612688,11/9/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202014884,11/9/2023,02,Expired Meter,15.00,0.00,16th & W Street,1.00,0.00
AE0201815650,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815651,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815652,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815653,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815654,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815655,11/9/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815675,11/9/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815676,11/9/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0201815677,11/9/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815678,11/9/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0201815680,11/9/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202014898,11/9/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0201815681,11/9/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815682,11/9/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0202014904,11/9/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815684,11/9/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014905,11/9/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014906,11/9/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815685,11/9/2023,02,Expired Meter,15.00,15.00,Eastside Suites,0.00,0.00
AE0202014907,11/9/2023,02,Expired Meter,15.00,15.00,16th & W(1917),0.00,0.00
AE0201815686,11/9/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014908,11/9/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815687,11/9/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014909,11/9/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,1.00
AE0202014910,11/9/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202014911,11/9/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202014912,11/9/2023,02,Expired Meter,15.00,15.00,Outdoor Adventures Center,0.00,0.00
AE0201511637,11/10/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202211175,11/10/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202211176,11/10/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201511638,11/10/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202211177,11/10/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201511639,11/10/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202211189,11/10/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,1.00
AE0201612713,11/10/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815692,11/10/2023,02,Expired Meter,15.00,0.00,1329 R Street,1.00,0.00
AE0201612714,11/10/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815693,11/10/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612715,11/10/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815694,11/10/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612716,11/10/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201815695,11/10/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202211193,11/10/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211194,11/10/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211195,11/10/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211196,11/10/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211197,11/10/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211198,11/10/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211199,11/10/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815703,11/10/2023,02,Expired Meter,15.00,0.00,Boathouse,1.00,0.00
AE0201815704,11/10/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0201511662,11/10/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0201815705,11/10/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815706,11/10/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201511663,11/10/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201815708,11/10/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202211209,11/10/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202111149,11/10/2023,02,Expired Meter,15.00,15.00,South Stadium,0.00,0.00
AE0202111150,11/10/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201815709,11/10/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202211210,11/10/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202111151,11/10/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201511673,11/10/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201612732,11/10/2023,02,Expired Meter,15.00,15.00,Sapp Drive,0.00,0.00
AE0201511674,11/10/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201612733,11/10/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201511675,11/10/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202211214,11/10/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201815711,11/10/2023,02,Expired Meter,15.00,0.00,Dairy Store,1.00,0.00
AE0202211215,11/10/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201815712,11/10/2023,02,Expired Meter,15.00,0.00,Law College South,0.00,0.00
AE0202211216,11/10/2023,02,Expired Meter,15.00,0.00,Law College South,0.00,0.00
AE0202211217,11/10/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202211218,11/10/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202111170,11/10/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511680,11/10/2023,02,Expired Meter,15.00,15.00,Sandoz,0.00,0.00
AE0201511681,11/10/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,1.00
AE0202211225,11/13/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202211226,11/13/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201815720,11/13/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201815721,11/13/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014993,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202211227,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201815722,11/13/2023,02,Expired Meter,15.00,0.00,Union,0.00,1.00
AE0202211228,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201815723,11/13/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202211229,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201815724,11/13/2023,02,Expired Meter,15.00,0.00,Union,1.00,0.00
AE0201815726,11/13/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202015003,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202015004,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202015005,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612757,11/13/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815742,11/13/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201815743,11/13/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201815744,11/13/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201815746,11/13/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815747,11/13/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815748,11/13/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815749,11/13/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815750,11/13/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815751,11/13/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815752,11/13/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815753,11/13/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201815754,11/13/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211270,11/13/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202211271,11/13/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202211278,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202211279,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202211280,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202211281,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815769,11/13/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201815770,11/13/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201815771,11/13/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201612800,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612801,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612802,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612803,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202015026,11/13/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202111190,11/13/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202015027,11/13/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202111191,11/13/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202015028,11/13/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0201511703,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815774,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201511704,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815775,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815776,11/13/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0202111200,11/13/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202015036,11/13/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202111201,11/13/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202015037,11/13/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202015039,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202111202,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202015040,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202111203,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202015041,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202111204,11/13/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202015042,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202111205,11/13/2023,02,Expired Meter,15.00,15.00,Sapp Drive,0.00,0.00
AE0202015043,11/13/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201511709,11/13/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511710,11/13/2023,02,Expired Meter,15.00,15.00,Eastside Suites,0.00,0.00
AE0201511711,11/13/2023,02,Expired Meter,15.00,15.00,Eastside Suites,0.00,0.00
AE0201511712,11/13/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202015045,11/13/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202111208,11/13/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202015046,11/13/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202111209,11/13/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202015047,11/13/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201511713,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511714,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511715,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511716,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511717,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511718,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511719,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511720,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511721,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511722,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511723,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511724,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511725,11/13/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612813,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612814,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612815,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612816,11/13/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202015056,11/14/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202015057,11/14/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202015058,11/14/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202015059,11/14/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202015062,11/14/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202015063,11/14/2023,02,Expired Meter,15.00,15.00,16th & W(1917),0.00,0.00
AE0202211295,11/14/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202211296,11/14/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202211298,11/14/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202015069,11/14/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202015070,11/14/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202015071,11/14/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202015072,11/14/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202211306,11/14/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202211307,11/14/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202211308,11/14/2023,02,Expired Meter,15.00,0.00,East Union,0.00,1.00
AE0202211309,11/14/2023,02,Expired Meter,15.00,0.00,East Union,1.00,0.00
AE0202211310,11/14/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202211311,11/14/2023,02,Expired Meter,15.00,15.00,East Union,0.00,0.00
AE0202211319,11/14/2023,02,Expired Meter,15.00,0.00,Hardin Hall,1.00,0.00
AE0202211320,11/14/2023,02,Expired Meter,15.00,15.00,Hardin Hall,0.00,0.00
AE0202211328,11/14/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211329,11/14/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211330,11/14/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202211331,11/14/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201815812,11/14/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201612837,11/14/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815813,11/14/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201612838,11/14/2023,02,Expired Meter,15.00,0.00,Memorial Loop,1.00,0.00
AE0201612839,11/14/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815814,11/14/2023,02,Expired Meter,15.00,0.00,Memorial Loop,0.00,0.00
AE0201815826,11/14/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815827,11/14/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612857,11/14/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612858,11/14/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815828,11/14/2023,02,Expired Meter,15.00,0.00,1329 R Street,1.00,0.00
AE0201612859,11/14/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815829,11/14/2023,02,Expired Meter,15.00,0.00,Union,0.00,1.00
AE0201612860,11/14/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201815830,11/14/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612861,11/14/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
