TICKET_#,Issue Date,CODE,Description,BASE_AMOUNT,AMOUNT_DUE,LOCATION,Warning,Void
AE0201815430,11/2/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201815431,11/2/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201511433,11/2/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202210887,11/2/2023,02,Expired Meter,15.00,15.00,Hardin Hall,0.00,0.00
AE0201511434,11/2/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202210888,11/2/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201511439,11/2/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202210899,11/2/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202210901,11/2/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202210902,11/2/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202014637,11/2/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014638,11/2/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014639,11/2/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014640,11/2/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014641,11/2/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014642,11/2/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014643,11/2/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014644,11/2/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014645,11/2/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014646,11/2/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014647,11/2/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201612443,11/2/2023,02,Expired Meter,15.00,0.00,East Union,1.00,0.00
AE0201612444,11/2/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612445,11/2/2023,02,Expired Meter,15.00,0.00,East Union,1.00,0.00
AE0201612446,11/2/2023,02,Expired Meter,15.00,0.00,East Union,1.00,0.00
AE0201612447,11/2/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612448,11/2/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612449,11/2/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201815461,11/2/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815462,11/2/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815463,11/2/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815464,11/2/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815465,11/2/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511440,11/3/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202210906,11/3/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201612467,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612468,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612469,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612470,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612471,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612472,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612473,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612474,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612475,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014658,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201511451,11/3/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202014659,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201511452,11/3/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202014660,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202014661,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202014662,11/3/2023,02,Expired Meter,15.00,15.00,East Union,0.00,0.00
AE0202014663,11/3/2023,02,Expired Meter,15.00,0.00,East Union,1.00,0.00
AE0201511454,11/3/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202210920,11/3/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201511455,11/3/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201511456,11/3/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201612482,11/3/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201612483,11/3/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014664,11/3/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,1.00
AE0202014665,11/3/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202014666,11/3/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202014667,11/3/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202014669,11/3/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014670,11/3/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014671,11/3/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014672,11/3/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014673,11/3/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014674,11/3/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0202014675,11/3/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201612496,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612499,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612500,11/3/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0201612501,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612502,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612503,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612504,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202210923,11/3/2023,02,Expired Meter,15.00,0.00,Law College South,0.00,0.00
AE0202210924,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202210925,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202210926,11/3/2023,02,Expired Meter,15.00,15.00,East Union,0.00,0.00
AE0202210927,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202210928,11/3/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202210933,11/3/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0202210934,11/3/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202210935,11/3/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202014681,11/3/2023,02,Expired Meter,15.00,0.00,Boathouse,1.00,0.00
AE0202210936,11/3/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202210937,11/3/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202014684,11/3/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014685,11/3/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014686,11/3/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014687,11/3/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201511474,11/3/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201511475,11/3/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014688,11/3/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202014689,11/3/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202014690,11/3/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202014691,11/3/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0201511476,11/3/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511477,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201511478,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201511479,11/3/2023,02,Expired Meter,15.00,0.00,Union,1.00,0.00
AE0201511480,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201511481,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201511482,11/3/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014695,11/3/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202014696,11/3/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202014697,11/3/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201612516,11/6/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201612519,11/6/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201612520,11/6/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0201815479,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201815480,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612527,11/6/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201612528,11/6/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201612529,11/6/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0202210957,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202111038,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612530,11/6/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201612531,11/6/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201612532,11/6/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201815496,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201511495,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201815497,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201511496,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201612539,11/6/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612540,11/6/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612544,11/6/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201612545,11/6/2023,02,Expired Meter,15.00,15.00,Dental North,0.00,0.00
AE0201612546,11/6/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511505,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014703,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202014704,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0201511506,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,1.00
AE0202014708,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014709,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,1.00,0.00
AE0202014710,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014711,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014717,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202210975,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202014718,11/6/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0202210976,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202210977,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202014719,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612555,11/6/2023,02,Expired Meter,15.00,15.00,Dairy Store,0.00,0.00
AE0202210978,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815498,11/6/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0201612556,11/6/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0201612557,11/6/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201511518,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0201511519,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202210982,11/6/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202210983,11/6/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202210984,11/6/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202210985,11/6/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201612559,11/6/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201612560,11/6/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0202014735,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202014736,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202014737,11/6/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201815507,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201815508,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201815509,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201815510,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201815511,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201815512,11/6/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201815513,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815514,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815515,11/6/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0201511521,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,1.00
AE0201815516,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511522,11/6/2023,02,Expired Meter,15.00,0.00,Boathouse,1.00,0.00
AE0201815517,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815518,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815519,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511523,11/6/2023,02,Expired Meter,15.00,0.00,16th & W(1917),1.00,0.00
AE0201815520,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511524,11/6/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815521,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511525,11/6/2023,02,Expired Meter,15.00,0.00,16th & W(1917),1.00,0.00
AE0201511526,11/6/2023,02,Expired Meter,15.00,0.00,16th & W(1917),1.00,0.00
AE0201511527,11/6/2023,02,Expired Meter,15.00,0.00,16th & W(1917),1.00,0.00
AE0201815522,11/6/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0201511528,11/6/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815523,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815524,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815525,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815526,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815527,11/6/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0201815528,11/6/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201511529,11/6/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0201511530,11/6/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201511531,11/6/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,1.00,0.00
AE0202014748,11/7/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014749,11/7/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014750,11/7/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202014751,11/7/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0202014752,11/7/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0202014753,11/7/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0202014754,11/7/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0202014755,11/7/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0202014756,11/7/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0202014757,11/7/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0202014758,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014759,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014760,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014761,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014762,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),1.00,0.00
AE0202210999,11/7/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202211002,11/7/2023,02,Expired Meter,15.00,0.00,Law College South,0.00,0.00
AE0202014766,11/7/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202014767,11/7/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202014768,11/7/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201511536,11/7/2023,02,Expired Meter,15.00,15.00,Dairy Store,0.00,0.00
AE0202211019,11/7/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202211021,11/7/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201511537,11/7/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201511538,11/7/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202211023,11/7/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0201511539,11/7/2023,02,Expired Meter,15.00,0.00,Activities South,0.00,0.00
AE0202211024,11/7/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),1.00,0.00
AE0201511540,11/7/2023,02,Expired Meter,15.00,0.00,Activities South,0.00,0.00
AE0202211025,11/7/2023,02,Expired Meter,15.00,0.00,Hardin Hall,0.00,0.00
AE0201511551,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511552,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511553,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511554,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511555,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511556,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201511557,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0202014794,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0201815558,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202014795,11/7/2023,02,Expired Meter,15.00,0.00,16th & W(1917),0.00,0.00
AE0202111050,11/7/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202111051,11/7/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202111052,11/7/2023,02,Expired Meter,15.00,15.00,1329 R Street,0.00,0.00
AE0202111053,11/7/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202111054,11/7/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202111055,11/7/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202111056,11/7/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0202211034,11/7/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202211035,11/7/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202211036,11/7/2023,02,Expired Meter,15.00,0.00,Eastside Suites,1.00,0.00
AE0201815560,11/7/2023,02,Expired Meter,15.00,0.00,Outdoor Adventures Center,0.00,0.00
AE0201612623,11/7/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202111057,11/7/2023,02,Expired Meter,15.00,0.00,Boathouse,1.00,0.00
AE0201612624,11/7/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0202111058,11/7/2023,02,Expired Meter,15.00,15.00,Boathouse,0.00,0.00
AE0202111059,11/7/2023,02,Expired Meter,15.00,0.00,Boathouse,0.00,0.00
AE0202211038,11/7/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612625,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201612626,11/7/2023,02,Expired Meter,15.00,0.00,Dental North,0.00,0.00
AE0201612627,11/7/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0201612628,11/7/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0202111060,11/7/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612629,11/7/2023,02,Expired Meter,15.00,0.00,Dairy Store,0.00,0.00
AE0201612630,11/7/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0202111061,11/7/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0202111062,11/7/2023,02,Expired Meter,15.00,0.00,Activities A/C Lot(1873),0.00,0.00
AE0202111063,11/7/2023,02,Expired Meter,15.00,15.00,Activities A/C Lot(1873),0.00,0.00
AE0202111064,11/7/2023,02,Expired Meter,15.00,0.00,Law College South,0.00,0.00
AE0202111065,11/7/2023,02,Expired Meter,15.00,0.00,Law College South,0.00,0.00
AE0202111066,11/7/2023,02,Expired Meter,15.00,0.00,Law College South,0.00,0.00
AE0202111067,11/7/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0202111068,11/7/2023,02,Expired Meter,15.00,0.00,Eastside Suites,1.00,0.00
AE0202211043,11/8/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202211044,11/8/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202211045,11/8/2023,02,Expired Meter,15.00,15.00,Sandoz,0.00,0.00
AE0202211046,11/8/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202211047,11/8/2023,02,Expired Meter,15.00,0.00,Sandoz,0.00,0.00
AE0202014801,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014802,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014803,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202014804,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0202211048,11/8/2023,02,Expired Meter,15.00,0.00,Sapp Drive,0.00,0.00
AE0202014805,11/8/2023,02,Expired Meter,15.00,0.00,Union,0.00,0.00
AE0201815571,11/8/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201815572,11/8/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0201815573,11/8/2023,02,Expired Meter,15.00,0.00,South Stadium,0.00,0.00
AE0202211063,11/8/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211064,11/8/2023,02,Expired Meter,15.00,0.00,16th & W Street,1.00,0.00
AE0202211065,11/8/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211066,11/8/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211067,11/8/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0202211068,11/8/2023,02,Expired Meter,15.00,0.00,16th & W Street,0.00,0.00
AE0201612637,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0201612638,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0201612639,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0201612640,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0201612641,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0201612651,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612652,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201612653,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815586,11/8/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201612654,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,1.00
AE0201815587,11/8/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201612655,11/8/2023,02,Expired Meter,15.00,0.00,1329 R Street,0.00,0.00
AE0201815588,11/8/2023,02,Expired Meter,15.00,0.00,Arboretum,0.00,0.00
AE0201612656,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201612657,11/8/2023,02,Expired Meter,15.00,0.00,Eastside Suites,0.00,0.00
AE0201612660,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,1.00
AE0201612661,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
AE0201815596,11/8/2023,02,Expired Meter,15.00,0.00,East Union,0.00,0.00
AE0201612662,11/8/2023,02,Expired Meter,15.00,0.00,Loop-Museum,0.00,0.00
